"","osm_id","name","Block_number","City","Country","County","Housenumber","State","Postcode","Street","geometry"
"1586267170","1586267170","McDonald's",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.4235036, 40.6962229)
"1595843028","1595843028","McDonald's",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2133181, 40.1105975)
"1595845103","1595845103","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2122857, 40.1116157)
"1605500957","1605500957","Nora's Kitchen",NA,NA,NA,NA,"248",NA,NA,"South Street",c(-75.1473173, 39.9413018)
"1605519635","1605519635","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9596246, 40.6553984)
"1606917444","1606917444","Papa Luigi's pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1703001, 39.5960355)
"1608161754","1608161754","Dunkin' Donuts",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.875839, 39.0140681)
"1614365448","1614365448","Pete's Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.0935555, 39.8800447)
"1638693127","1638693127","Subway",NA,NA,NA,NA,"1113",NA,"08820","Inman Ave",c(-74.3642815, 40.5956978)
"1654571609","1654571609","Domino's",NA,"Phoenixville",NA,NA,"253","PA","19460","Schuylkill Road",c(-75.5413348, 40.1356123)
"1663980964","1663980964","Chipotle",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0458387, 40.7875166)
"1666263415","1666263415","Endless Summer",NA,NA,NA,NA,NA,NA,"11211",NA,c(-73.9602181, 40.7154566)
"1667407727","1667407727","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.955334, 40.8048764)
"1667704482","1667704482","Panera Bread",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0748092, 41.0421843)
"1677786338","1677786338","Dunkin'",NA,NA,NA,NA,NA,NA,"08873","Easton Avenue",c(-74.5072425, 40.5350064)
"1687517173","1687517173","Baby Boss Concetta's Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.0391987, 40.0287435)
"1687517318","1687517318","Fink's Hoagies",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.0391021, 40.0285587)
"1687518358","1687518358","Boston Market",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.0357011, 40.0302448)
"1692096597","1692096597","Richie's The Sandwhich Shop",NA,"Philadelphia",NA,NA,"1835","PA","19122","North 12th Street",c(-75.1533428, 39.9809367)
"1696910438","1696910438","Chipotle",NA,NA,NA,NA,"2000",NA,"08096","Clements Bridge Road",c(-75.0919913, 39.840325)
"1696910451","1696910451","Five Guys",NA,NA,NA,NA,"2000",NA,"08096","Clements Bridge Rd",c(-75.0907071, 39.8403873)
"1697028145","1697028145","River Chicks Ice Cream",NA,NA,NA,NA,NA,NA,"08037","Black Hourse Pike",c(-74.818555, 39.5663059)
"1697035984","1697035984","Hank's",NA,NA,NA,NA,NA,NA,NA,"12th Street",c(-75.1533627, 39.9808525)
"1697183075","1697183075","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2942112, 40.0099367)
"1698214567","1698214567","Papa John's",NA,NA,NA,NA,"617",NA,"08055","Stokes Road",c(-74.8111359, 39.8729146)
"1698214576","1698214576","Subway",NA,NA,NA,NA,"620 #E",NA,"08055","Stokes Rd",c(-74.8124073, 39.8723464)
"1698214586","1698214586","Philly Pretzel Factory",NA,"Medford",NA,NA,"617","NJ","08055","Stokes Road",c(-74.811431, 39.8728281)
"1698222017","1698222017","Checkers",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1511703, 40.0100601)
"1701379421","1701379421","Apex Pizza",NA,NA,NA,NA,NA,"PA",NA,NA,c(-75.2427348, 40.0056445)
"1702872783","1702872783","McDonald's",NA,NA,"US",NA,"321","PA","19067","West Trenton Avenue",c(-74.7951489, 40.2104994)
"1702898151","1702898151","Dunkin'",NA,NA,"US",NA,"395","PA","19067","West Trenton Avenue",c(-74.7981493, 40.2090829)
"1702912200","1702912200","Burger King",NA,NA,NA,NA,"344",NA,"19067","West Trenton Avenue",c(-74.7966288, 40.2107094)
"1707825826","1707825826","Subway",NA,NA,NA,NA,"367",NA,"10001","West 34th Street",c(-73.9958361, 40.7533686)
"1708729794","1708729794","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.2070645, 40.5428746)
"1710325498","1710325498","Philly Pretzel Factory",NA,NA,NA,NA,"1903",NA,"19111","Cottman Avenue",c(-75.0673783, 40.0521755)
"1712035025","1712035025","Scoops",NA,NA,NA,NA,NA,NA,"19125",NA,c(-75.1250293, 39.9737497)
"1712046955","1712046955","Happy Tap Food Window",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1253511, 39.9737887)
"1712079227","1712079227","Lorenzo and Sons Pizza",NA,"Philadelphia",NA,NA,"305","PA","19147","South Street",c(-75.1478824, 39.941549)
"1727242113","1727242113","Dunkin' Donuts",NA,NA,NA,NA,"368",NA,"07109","Franklin Ave.",c(-74.1692983, 40.8026891)
"1727242127","1727242127","Wendy's",NA,NA,NA,NA,"333",NA,"07109","Franklin Ave",c(-74.1701191, 40.8014384)
"1740624913","1740624913","Cabana Water Ice",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.08812, 39.8810185)
"1740694091","1740694091","McDonald's",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.98472, 40.7587753)
"1740694092","1740694092","McDonald's",NA,"New York",NA,NA,NA,NA,NA,NA,c(-73.98375, 40.762234)
"1740707014","1740707014","McDonald's",NA,"New York","US",NA,"444","NY","10030","Lenox Avenue",c(-73.9418363, 40.8122296)
"1740824586","1740824586","Cinco de Mayo",NA,NA,NA,NA,"153",NA,"10017","East 43rd Street",c(-73.9742396, 40.7516663)
"1749011050","1749011050","Dunkin'",NA,"New York",NA,NA,"1631","NY","10029","Lexington Avenue",c(-73.9475023, 40.7903432)
"1749016144","1749016144","Jalapeño Deli",NA,NA,NA,NA,"1629",NA,NA,"Lexington Avenue",c(-73.9477583, 40.7899881)
"1754976593","1754976593","Lenny's Pizza",NA,NA,NA,NA,"44-08",NA,NA,"Greenpoint Avenue",c(-73.9204708, 40.7414433)
"1755285700","1755285700","Qdoba",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.5587614, 40.9073615)
"1755288526","1755288526","Maggie Moo's ice cream",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.558595, 40.9073428)
"1769678431","1769678431","Wendy's",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1358669, 39.9906683)
"1769678437","1769678437","Checkers",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.135668, 39.99121)
"1769678443","1769678443","McDonald's",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.135305, 39.9911772)
"1769678449","1769678449","Popeyes",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1380663, 39.9915764)
"1793307479","1793307479","Burger King",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.3609433, 40.4463584)
"1802297281","1802297281","Shake Shack",NA,"New York",NA,NA,"2957",NA,"10025","Broadway",c(-73.9642844, 40.8079748)
"1809517488","1809517488","Dunkin'",NA,"New York",NA,NA,"730","NY","10025","Columbus Avenue",c(-73.9681388, 40.792438)
"1809517497","1809517497","Subway",NA,"New York","US",NA,"731","NY","10025","Columbus Avenue",c(-73.9675455, 40.792394)
"1810737606","1810737606","Famous Famiglia",NA,"New York","US",NA,"734","NY","10025","Amsterdam Avenue",c(-73.9706474, 40.793996)
"1810737612","1810737612","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9726982, 40.7929104)
"1821015964","1821015964","Ollie's To Go",NA,"New York","US",NA,"2425","NY","10024","Broadway",c(-73.9751569, 40.7904889)
"1824995167","1824995167","Len's Papaya",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0132881, 40.701252)
"1825848808","1825848808","Chipotle",NA,"New York","US",NA,"2575","NY","10025","Broadway",c(-73.9716599, 40.7953466)
"1827781722","1827781722","Alphonso's Trattoria Pizzeria",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9816938, 40.7143362)
"1827793441","1827793441","Wing Hing",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9821592, 40.7144836)
"1827793448","1827793448","A-1 Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9823483, 40.7145456)
"1829661485","1829661485","Brooklyn Homeslice Pizzeria",NA,NA,NA,NA,"567",NA,"11238","Vanderbilt Avenue",c(-73.9675584, 40.6807282)
"1833587795","1833587795","McDonald's",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.5934612, 40.3365878)
"1835580864","1835580864","Dunkin'",NA,NA,NA,NA,"301",NA,"07405","Main Street",c(-74.3424442, 41.0046898)
"1836047775","1836047775","Bagel Place",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.595167, 40.3371807)
"1837119259","1837119259","Dunkin'",NA,NA,NA,NA,"464C",NA,"08873","Elizabeth Avenue",c(-74.5427281, 40.5282408)
"1846732716","1846732716","Dunkin' Donuts",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0692539, 40.3501314)
"1853451182","1853451182","Village Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0031634, 40.7392445)
"1860605971","1860605971","Johnson's Popcorn",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.580431, 39.27148)
"1860607454","1860607454","John's Lemonade",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.579956, 39.271736)
"1860613648","1860613648","The Dog Shack",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.57665, 39.273175)
"1868853713","1868853713","Chick-fil-A",NA,"North Brunswick",NA,NA,"2313","NJ","08902","US-1",c(-74.5012397, 40.4447331)
"1871629252","1871629252","Dunkin' Donuts",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.4323656, 40.7457166)
"1873171679","1873171679","Cafe 28",NA,"New York",NA,NA,"245",NA,"10016","5th Avenue",c(-73.9871814, 40.7445)
"1873813840","1873813840","Chipotle",NA,"New York","US",NA,"620","NY","10036","9th Avenue",c(-73.99156, 40.7595189)
"1887413946","1887413946","Torico Ice Cream",NA,NA,NA,NA,"20",NA,"07302","Erie Street",c(-74.0441678, 40.7216894)
"1888172061","1888172061","Shake Shack",NA,NA,NA,NA,"366",NA,"10024","Columbus Avenue",c(-73.9765216, 40.7808407)
"1896674285","1896674285","Oh Brother",NA,"Philadelphia",NA,NA,"206",NA,"19106","Market Street",c(-75.1441297, 39.9498086)
"1899033652","1899033652","McDonald's",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9889244, 40.7581196)
"1899033656","1899033656","Shake Shack",NA,NA,NA,NA,"300",NA,"10036","West 44th Street",c(-73.9891712, 40.7584542)
"1900975367","1900975367","Subway",NA,NA,NA,NA,"162",NA,"10019","West 56th Street",c(-73.9804954, 40.7645691)
"1906721425","1906721425","Burrito Box",NA,"New York",NA,NA,"885","NY","10019","9th Avenue",c(-73.9856866, 40.7682759)
"1919602945","1919602945","Subway",NA,NA,NA,NA,"229",NA,"10002","Chrystie Street",c(-73.9914325, 40.7232599)
"1928468818","1928468818","McDonald's",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.2856984, 40.5207304)
"1928468898","1928468898","KFC",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.2830484, 40.5199026)
"1928468949","1928468949","Domino's",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.28344, 40.5200372)
"1928469566","1928469566","Burger King",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.2963315, 40.5237861)
"1928484769","1928484769","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.2822464, 40.5207549)
"1928484774","1928484774","Dunkin' Donuts",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.2867847, 40.5155166)
"1931380541","1931380541","Mont Clare Deli & Market",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.5032699, 40.138097)
"1934416101","1934416101","Wendy's",NA,"Collegeville",NA,NA,"201",NA,"19426","2nd Avenue",c(-75.451882, 40.1808599)
"1934501367","1934501367","Shake Shack",NA,"New York",NA,NA,"215","NY","10282","Murray Street",c(-74.0148288, 40.7152683)
"1934522990","1934522990","Chipotle",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.011137, 40.7149834)
"1937573342","1937573342","Dunkin' Donuts",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.4051482, 40.7068336)
"1937573344","1937573344","Noah's Bagels",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.4048201, 40.7069424)
"1937573345","1937573345","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.4054004, 40.70675)
"1949918907","1949918907","Boston Market",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9707647, 40.8495745)
"1953078671","1953078671","Burger King",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0018022, 40.8091315)
"1953078672","1953078672","Dunkin' Donuts",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0024379, 40.8087234)
"1961021689","1961021689","Panera Bread",NA,"Philadelphia",NA,NA,"200",NA,"19104","South 40th Street",c(-75.2029124, 39.9539597)
"1978292368","1978292368","Chipotle",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.3492598, 40.6510572)
"1978292383","1978292383","Jersey Mike's Subs",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.3485392, 40.6513403)
"1978344932","1978344932","Five Guys",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.349834, 40.6504788)
"1978359390","1978359390","Casa di Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.347894, 40.6511851)
"1978359398","1978359398","Qdoba",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.3479425, 40.6514215)
"1978400621","1978400621","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.3472905, 40.6517419)
"1982198908","1982198908","Jersey Subs",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.444225, 40.4957509)
"1982259433","1982259433","Chipotle",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.4439568, 40.496092)
"1987957479","1987957479","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.3451712, 40.5563406)
"1994680555","1994680555","Chipotle",NA,"New York","US",NA,"2843","NY","10025","Broadway",c(-73.9668292, 40.8045376)
"1994680558","1994680558","Famous Famiglia",NA,"New York","US",NA,"2859","NY","10025","Broadway",c(-73.9665667, 40.8048378)
"1996953169","1996953169","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.3078482, 40.6542226)
"2000362196","2000362196","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.139358, 40.9842404)
"2002967792","2002967792","Orient Express",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.153334, 39.9809671)
"2002968939","2002968939","Tai's Vietnamese",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1533548, 39.980881)
"2002971926","2002971926","Eddie's Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1533745, 39.9807955)
"2002974405","2002974405","Waffle Shop",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.156024, 39.9818767)
"2002976664","2002976664","City Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1484817, 39.9215148)
"2003012737","2003012737","Chipotle",NA,"Warrington",NA,NA,"1515","PA","18976","Main Street",c(-75.1363288, 40.2309483)
"2003014142","2003014142","Panera Bread",NA,"Warrington",NA,NA,"1521","PA","18976","Main Street",c(-75.1362078, 40.2312035)
"2003066078","2003066078","Dunkin'",NA,NA,NA,NA,"6185",NA,"19128","Ridge Avenue",c(-75.2171007, 40.0356024)
"2003077581","2003077581","Dunkin' Donuts",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1564435, 40.097796)
"2003101363","2003101363","Dunkin'",NA,"Portland",NA,NA,"398","PA","18351","Delaware Avenue",c(-75.0954388, 40.9217495)
"2003115001","2003115001","Dover Dairy Maid",NA,NA,NA,NA,NA,NA,NA,"Us Hwy 46 & Depew Ave",c(-74.5480639, 40.8886828)
"2003115003","2003115003","Dover Grill",NA,NA,NA,NA,NA,NA,NA,"240 Us-46",c(-74.5479405, 40.8887072)
"2012665011","2012665011","Elevation Burger",NA,"Collegeville",NA,NA,"201",NA,"19426","Plaza Drive",c(-75.480288, 40.1651504)
"2015417379","2015417379","Chicken Time",NA,NA,NA,NA,"1337",NA,"19001","Easton Road",c(-75.1304563, 40.1269786)
"2015849773","2015849773","Bora Bora Smoothie Cafe",NA,NA,NA,NA,"203",NA,"11201","Court Street",c(-73.9934192, 40.6871791)
"2017643697","2017643697","Anna Maria",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9580055, 40.717408)
"2018701207","2018701207","McDonald's",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.027066, 40.633655)
"2020304360","2020304360","Just Subs",NA,NA,NA,NA,"422",NA,"08844","US 206",c(-74.6438602, 40.5054448)
"2024227321","2024227321","Ozzy's Pizza Shop",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.13045, 40.0375503)
"2024696428","2024696428","China Wok",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1311819, 40.0366127)
"2034010965","2034010965","Chipotle",NA,NA,NA,NA,"2",NA,NA,"Broadway",c(-74.0130189, 40.7042039)
"2034921963","2034921963","Bagel Hut",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1563319, 39.979961)
"2035709982","2035709982","Sexy green truck",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1549736, 39.9798568)
"2044083311","2044083311","Roy Rogers",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0651013, 40.7700552)
"2045635528","2045635528","McDonald's",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9839473, 40.7431278)
"2047267695","2047267695","Chirping Chicken",NA,"New York","US",NA,"355","NY","10024","Amsterdam Avenue",c(-73.9791676, 40.781646)
"2053822687","2053822687","94 Corner Cafe",NA,"New York",NA,NA,"2518",NA,"10025","Broadway",c(-73.9725595, 40.793131)
"2063681939","2063681939","Dunkin' Donuts",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0344777, 40.855717)
"2063693322","2063693322","CJ's",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0444971, 40.8517183)
"2063706283","2063706283","KFC",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0357437, 40.8634662)
"2065155710","2065155710","McDonald's",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.926869, 40.743549)
"2065782753","2065782753","Dunkin'",NA,"Astoria",NA,NA,NA,NA,NA,"34th Street",c(-73.922786, 40.760926)
"2067404600","2067404600","McDonald's",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9261864, 40.760611)
"2078321917","2078321917","Royal Pizza",NA,NA,NA,NA,"4200",NA,"19104","Baltimore Avenue",c(-75.2073144, 39.9496812)
"2085024110","2085024110","Gaetano's Pizza Grill & Bar",NA,NA,NA,NA,"7410",NA,"19012","Front Street",c(-75.1180647, 40.0521102)
"2091672569","2091672569","Subway",NA,NA,NA,NA,"1151",NA,"19901","East Lebanon Road",c(-75.510794, 39.1187434)
"2099872434","2099872434","Desi Chaat House",NA,NA,NA,NA,"501",NA,"19104","42nd Street",c(-75.2069469, 39.9496687)
"2100697087","2100697087","Jimmy John's",NA,"Philadelphia",NA,NA,"3925",NA,NA,"Walnut Street",c(-75.2015114, 39.9542424)
"2100697091","2100697091","Chipotle",NA,"Philadelphia",NA,NA,"3925",NA,"19104","Walnut Street",c(-75.2008225, 39.9540367)
"2100740217","2100740217","Allegro Pizza",NA,"Philadelphia",NA,NA,"3942",NA,"19104","Spruce Street",c(-75.2029166, 39.9515046)
"2100751405","2100751405","Mood Cafe",NA,"Philadelphia",NA,NA,"4618","PA","19143","Baltimore Avenue",c(-75.215798, 39.9486266)
"2102072180","2102072180","Taco Taco Mexican",NA,"Philadelphia",NA,NA,"44","PA",NA,"261 S",c(-75.2103101, 39.9531386)
"2104376668","2104376668","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.4982343, 40.447228)
"2104424133","2104424133","Panera Bread",NA,"East Brunswick",NA,NA,"755","NJ","08816","NJ 18",c(-74.3825336, 40.4243998)
"2105012241","2105012241","Fiesta Pizza",NA,"Philadelphia",NA,NA,"4518",NA,"19143","Baltimore Avenue",c(-75.2135141, 39.9488497)
"2105123206","2105123206","Popeyes",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9438515, 40.6799571)
"2107713539","2107713539","Sweetgreen",NA,"Philadelphia",NA,NA,"3925",NA,"19104","Walnut Street",c(-75.2011863, 39.9540795)
"2108080657","2108080657","Dunkin'",NA,"New York","US",NA,"892","NY","10025","Amsterdam Avenue",c(-73.9670424, 40.7989276)
"2111692823","2111692823","Dunkin'",NA,"New York","US",NA,"687B","NY","10025","Amsterdam Avenue",c(-73.9714131, 40.7922751)
"2113999261","2113999261","Terri",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9925851, 40.7426147)
"2114120162","2114120162","Colonial Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2095111, 39.9513594)
"2115639206","2115639206","Taco Bell",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.3635776, 40.5966066)
"2119806333","2119806333","New China Gourmet",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2098406, 39.9441234)
"2122820421","2122820421","Kabobeesh",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2065339, 39.9565219)
"2123208967","2123208967","Papa John's",NA,NA,NA,NA,NA,NA,"19104","South 40th Street",c(-75.202506, 39.9551653)
"2123208972","2123208972","Crown Fried Chicken",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2022039, 39.9570085)
"2125873487","2125873487","Kam Lai 94",NA,"New York","US",NA,"708","NY","10025","Amsterdam Avenue",c(-73.9713199, 40.7930739)
"2129919007","2129919007","Dunkin'",NA,"New York","US",NA,"535;535A","NY","10024","Amsterdam Avenue",c(-73.9749495, 40.7874464)
"2132923250","2132923250","Chili Garden",NA,"Philadelphia",NA,NA,"4626","PA","19143","Baltimore Avenue",c(-75.2162982, 39.9485752)
"2143321818","2143321818","Chipotle",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.4571643, 40.4613265)
"2143335866","2143335866","Panera Bread",NA,"North Brunswick",NA,NA,"871","NJ","08902","US 1 South",c(-74.4597743, 40.4622841)
"2143413375","2143413375","Chipotle",NA,"New York","US",NA,"269","NY","10023","Amsterdam Avenue",c(-73.9811844, 40.778899)
"2143413378","2143413378","Gray's Papaya",NA,"New York","US",NA,"2090","NY","10023","Broadway",c(-73.9815748, 40.7783771)
"2151219110","2151219110","Lucky's Chinese American Food",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2174355, 39.9484487)
"2151902080","2151902080","Panera Bread",NA,NA,NA,NA,"21",NA,"07095","Woodbridge Center Drive",c(-74.2974981, 40.5504933)
"2152737348","2152737348","Hunan Garden",NA,"Camden",NA,NA,"4100","NJ","08105","Westfield Avenue",c(-75.0712938, 39.9546909)
"2153812252","2153812252","Pasqually's Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2090122, 39.9545157)
"2153866978","2153866978","Panda Express",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.0657312, 39.9585715)
"2153866986","2153866986","Domino's",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.0653369, 39.9588614)
"2153866999","2153866999","Troy's Place",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.0650096, 39.9590382)
"2153867003","2153867003","Wild Wings",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.0651222, 39.9589643)
"2154887151","2154887151","Wendy's",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.5939762, 39.3320633)
"2154912031","2154912031","Philly Pretzel Factory",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.5958758, 39.3308431)
"2159777740","2159777740","Dunkin' Donuts",NA,NA,NA,NA,"115",NA,"08861","Smith Street",c(-74.2677221, 40.5083818)
"2176936529","2176936529","Kosher Deluxe",NA,"New York","US",NA,"10","NY","10036","West 46th Street",c(-73.9799814, 40.7562749)
"2178590122","2178590122","Dairy Queen",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.355426, 40.4379612)
"2179184387","2179184387","Bo Sing Chinese-American Food",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2023478, 39.9570507)
"2179184400","2179184400","Wendy's",NA,"Philadelphia",NA,NA,"1515","PA","19102","Chestnut Street",c(-75.1660978, 39.9512282)
"2182345804","2182345804","Gyro ?",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2102001, 39.9567503)
"2183010453","2183010453","77 Burger",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0105616, 40.7041371)
"2183010464","2183010464","Golden Chopsticks",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.01052, 40.7040673)
"2183010470","2183010470","Just Salad",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0071699, 40.7068901)
"2183010481","2183010481","Potbelly",NA,NA,NA,NA,"90",NA,NA,"Broad Street",c(-74.0117645, 40.7038875)
"2183010482","2183010482","Potbelly",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.006986, 40.707064)
"2183010483","2183010483","Pret A Manger",NA,NA,NA,NA,"60",NA,NA,"Broad Street",c(-74.011721, 40.7054601)
"2183010484","2183010484","Ruben's Empanadas",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0104728, 40.7039938)
"2183010490","2183010490","Terrace Fish & Chip",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0105398, 40.7041023)
"2183010491","2183010491","Traditas Pizza",NA,NA,NA,NA,"83",NA,"10038","Maiden Lane",c(-74.0075651, 40.7075612)
"2183891969","2183891969","Hanover Gourmet Deli",NA,NA,NA,NA,"3",NA,"10004","Hanover Square",c(-74.0098062, 40.7050665)
"2183891974","2183891974","Proper Food",NA,NA,NA,NA,"69A",NA,"10005","Wall Street",c(-74.0084586, 40.7057203)
"2186522366","2186522366","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0086819, 40.706856)
"2186614186","2186614186","Leo's Bagels",NA,NA,NA,NA,"3",NA,"10004","Hanover Square",c(-74.0097089, 40.7049092)
"2186614192","2186614192","Underground Pizza",NA,NA,NA,NA,"2A",NA,"10005","William Street",c(-74.0097378, 40.7049559)
"2188757768","2188757768","Five Guys",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.198405, 39.9510545)
"2191947645","2191947645","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.3563963, 40.4397963)
"2195218437","2195218437","Taim Kitchen",NA,"New York","US",NA,"2485","NY","10025","Broadway",c(-73.9737697, 40.7924633)
"2224131821","2224131821","Peking Inn",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2215029, 39.9483761)
"2235034840","2235034840","Penn Cafe & Pizzeria",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2216453, 39.9483851)
"2235670581","2235670581","Atlas Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2274388, 39.9475369)
"2238464971","2238464971","China Inn",NA,"Philadelphia",NA,NA,"4423","PA","19104","Locust Street",c(-75.2113941, 39.9541327)
