"Name","Category","geometry"
"Dunkin'","Fast Food",c(-73.8905265, 40.6590777)
"Five Guys Burgers and Fries","Fast Food",c(-74.6499833, 40.8740789)
"Ace Burger & Crispy Chicken","Fast Food",c(-74.0112915, 40.6294718)
"Juliet's Pizza","Fast Food",c(-73.9403822, 40.7476556)
"M & P MINI MARKET","Grocery",c(-74.1310759, 40.8692259)
"EL MANANTIAL II","Grocery",c(-75.1546238, 39.8358932)
"MJ CORNER DELI & GROCERY, INC","Grocery",c(-74.2047029, 40.762095)
"POPULAR SUPER DELI","Grocery",c(-74.1914288, 40.7628899)
"TULCINGO DELI AND GROCERY 2 CORP","Grocery",c(-74.2053256, 40.090182)
"LOS AMIGOS DELI & GROCERY","Grocery",c(-74.7405764, 40.2064669)
"MERY SUPERMARKET, LLC","Grocery",c(-74.1874502, 40.6479879)
"QUISQUEYA SUPERMARKET","Grocery",c(-74.271003, 40.5078679)
"A & E SUPERMARKET","Grocery",c(-74.4690119, 40.4867416)
"BROOKDALE SUPERMARKET","Grocery",c(-74.2283415, 40.7432705)
"DREAMER'S SUPERMARKET","Grocery",c(-74.1743358, 40.7512594)
"AMEZQUITA DELI & GROCERY, LLC","Grocery",c(-74.1637918, 40.9221143)
"BELLA VISTA GROCERY, LLC","Grocery",c(-74.1226999, 40.8677166)
"BELLA VISTA SUPERMARKET","Grocery",c(-74.1511773, 40.9378976)
"EL BODEGON INC.","Grocery",c(-74.1300197, 40.8589494)
"LATINO MINI MARKET","Grocery",c(-74.5318867, 40.5618028)
"LATINO MINI MARKET II","Grocery",c(-74.8589108, 40.5115625)
"NORFOLK GROCERY","Grocery",c(-74.1842942, 40.7439276)
"SCARPAZI'S ONE STOP DELI","Grocery",c(-75.4611682, 39.7308624)
"LAS PALMAS SUPERMARKET","Grocery",c(-74.0150247, 40.7910653)
"TORRES & RODRIGUEZ DELI","Grocery",c(-74.7500255, 40.2077467)
"TU PAIS SUPERMARKET","Grocery",c(-74.7441354, 40.2141224)
"BRIDGETON FOOD & GAS, LLC","Grocery",c(-75.2303924, 39.4334422)
"NOVEDADES ESPINOZA","Grocery",c(-75.234575, 39.428199)
"AZCONA SANHICAN, LLC","Grocery",c(-74.7993962, 40.2364926)
"LA TAPATIA","Grocery",c(-74.0123163, 40.2200346)
"JJ MINI MARKET","Grocery",c(-74.2005389, 40.681149)
"SELECTOS MINI MARKET","Grocery",c(-74.0179361, 40.7797032)
"LONG BRANCH CONVENIENCE","Grocery",c(-74.000013, 40.2997592)
"DOWNTOWN GROCERY & DELI","Grocery",c(-75.0204757, 39.4866985)
"LA PLACITA GROCERY STORE","Grocery",c(-74.2053906, 40.6727873)
"DAISY'S SUPERMARKET","Grocery",c(-74.2031205, 40.677362)
"LINCOLN DELI & GROCERY, LLC","Grocery",c(-75.2405909, 39.4228502)
"BRIANA GROCERY, LLC","Grocery",c(-74.1276892, 40.8742084)
"JOEL SUPERMARKET","Grocery",c(-74.207169, 40.6658986)
"RUMBA SUPERMARKET","Grocery",c(-74.2155251, 40.6549402)
"THE BROTHERS SUPERMARKET","Grocery",c(-74.076161, 40.7098376)
"PADILLA MINI MARKET","Grocery",c(-74.1340203, 40.8628059)
"TROPICAL SUPERMARKET","Grocery",c(-74.4670795, 40.5896624)
"MARIA CARMEN'S SUPERMARKET","Grocery",c(-74.0454004, 40.7427202)
"BRAVO SUPERMARKET","Grocery",c(-74.2790482, 40.2602904)
"MCCAFFREY'S MARKET","Grocery",c(-74.5834908, 40.2926586)
"MCCAFFREY'S MARKET","Grocery",c(-74.6511801, 40.36294)
"COMPARE FOOD SUPERMARKET","Grocery",c(-74.0347401, 40.7646297)
"EL ESPECIAL SUPERMARKET","Grocery",c(-74.125877, 40.8653409)
"MAC SUPERMARKET","Grocery",c(-74.1147511, 40.8634471)
"MI SIERRITA GROCERY & BAKERY","Grocery",c(-74.2149175, 40.0917891)
"FRENCHTOWN MARKET","Grocery",c(-75.0609778, 40.5308445)
"EXITO FRESH MARKET & LIQUORS","Grocery",c(-74.1719835, 40.7821302)
"EXITO FRESH MARKET","Grocery",c(-73.9860791, 40.3044575)
"PLAZA MEXICO","Grocery",c(-74.1267028, 40.8644551)
"BRAVO SUPERMARKET","Grocery",c(-74.4423562, 40.4912931)
"VILLAGE IGA","Grocery",c(-74.0245498, 40.8569701)
"SHOP RITE OF CINNAMINSON - 518","Grocery",c(-75.009818, 39.990714)
"SHOP RITE OF DELRAN - 517","Grocery",c(-74.9459745, 40.0187481)
"SHOP RITE OF ARK ROAD","Grocery",c(-74.8710208, 39.9721506)
"SHOP RITE OF BURLINGTON - 579","Grocery",c(-74.8416909, 40.0524243)
"SHOP RITE OF HAINESPORT- 516","Grocery",c(-74.8074093, 39.9806824)
"SUPER TROPICAL FOOD MARKET","Grocery",c(-74.4737193, 40.4902886)
"LA COSECHA III","Grocery",c(-74.5249287, 39.3886356)
"SUPER SUPERMARKET","Grocery",c(-74.2383831, 40.7749131)
"FERRY SUPERMARKET","Grocery",c(-75.0852643, 39.9219202)
"ALEX GROCERY & LIQUOR","Grocery",c(-74.1610951, 40.7505861)
"BUS STOP DELI & MEAT MARKET","Grocery",c(-74.2129099, 40.7533695)
"SUPER FRESCO MARKET DELI","Grocery",c(-74.4523819, 40.483025)
"NEW BRUNSWICK FARMERS MKT.","Grocery",c(-74.4532496, 40.4927199)
"TOWN & COUNTRY DELI","Grocery",c(-74.0758856, 40.3418469)
"BOB'S MEAT MARKET, LLC","Grocery",c(-74.2076376, 40.091312)
"FOOD VILLAGE","Grocery",c(-74.1047029, 40.8731681)
"TWO SONS, LLC","Grocery",c(-74.2172197, 40.7287549)
"EL MANANTIAL","Grocery",c(-75.0620729, 39.7947645)
"MELODY SUPERMARKET, LLC","Grocery",c(-74.1625763, 40.9091781)
"J & F DELI","Grocery",c(-75.0828986, 39.948401)
"LITWIN MARKET","Grocery",c(-75.1144476, 39.9501919)
"SHLOIMY'S KOSHER WORLD","Grocery",c(-74.218003, 40.1079358)
"LA CHINA POBLANA","Grocery",c(-74.0765945, 40.3469549)
"SHOP RITE RONETCO - 212","Grocery",c(-74.7119668, 40.8349556)
"SHOP RITE RONETCO - 224","Grocery",c(-74.8362746, 40.8229582)
"SHOP RITE RONETCO - 291","Grocery",c(-74.579336, 41.1180195)
"SHOP RITE RONETCO - 201","Grocery",c(-74.7054406, 40.8968538)
"SHOP RITE RONETCO - 213","Grocery",c(-74.7449283, 41.0654162)
"Sparta Shop Rite Supermarket","Grocery",c(-74.6564312, 41.0765155)
"SHOP RITE RONETCO - 203","Grocery",c(-74.7197155, 40.935512)
"SHOP RITE RONETCO - 281","Grocery",c(-74.6490093, 40.8681367)
"SHOP RITE ZALLIE - 507","Grocery",c(-75.0373041, 39.818334)
"SHOP RITE ZALLIE - 504","Grocery",c(-74.9900043, 39.6884563)
"SHOP RITE ZALLIE - 651","Grocery",c(-75.1689226, 39.8031552)
"SHOP RITE ZALLIE - 508","Grocery",c(-74.9952109, 39.7416901)
"SHOP RITE ZALLIE - 554","Grocery",c(-75.1094754, 39.7191863)
"SHOP RITE ZALLIE - 534","Grocery",c(-75.0437742, 39.8676697)
"SHOP RITE ZALLIE - 531","Grocery",c(-74.9312406, 39.807697)
"SHOP RITE ZALLIE - 539","Grocery",c(-75.025519, 39.8029857)
"SHOP RITE ZALLIE - 502","Grocery",c(-75.2609403, 39.8167797)
"SHOP RITE ZALLIE - 540","Grocery",c(-74.8208295, 39.9035706)
"FOODTOWN NICHOLAS-346","Grocery",c(-74.2286625, 40.8538113)
"SHOP RITE-570","Grocery",c(-75.044389, 39.9236709)
"SHOP RITE-525","Grocery",c(-74.915214, 39.9380316)
"SHOP RITE-594","Grocery",c(-74.9659016, 39.937916)
"SHOP RITE-529","Grocery",c(-74.9729326, 39.8617945)
"SHOP RITE-523","Grocery",c(-74.93277, 39.8946936)
"BOOM FOOD MARKET","Grocery",c(-74.4541633, 39.3521218)
"SAN MIGUEL GROCERY STORE","Grocery",c(-74.2217218, 40.7372181)
"J & J SUPERMARKET","Grocery",c(-75.0825537, 39.962)
"FAMILY GROCERY","Grocery",c(-74.2118298, 40.7701682)
"JSK FOOD MARKET CORP.","Grocery",c(-74.121725, 40.8666256)
"Super Supermarket","Grocery",c(-74.0175036, 40.783354)
"LATINO AMERICAN FOOD GROCERY","Grocery",c(-74.0076112, 40.8001371)
"PARK AVENUE GROCERY","Grocery",c(-74.20832, 40.0952919)
"LA PLACITA GROCERY, CORP","Grocery",c(-74.4531809, 40.4922251)
"VALERA & DIAZ GROCERY STORE","Grocery",c(-74.2718969, 40.506072)
"LOS PRIMOS GROCERY","Grocery",c(-74.2707967, 40.5202708)
"FARM FRESH SUPERMARKET","Grocery",c(-74.2065128, 40.1031736)
"FOOD CHOICE SUPERMARKET","Grocery",c(-74.2438264, 40.7240409)
"J & M SUPERMARKET","Grocery",c(-75.1055296, 39.9336148)
"INCOLLINGO'S","Grocery",c(-74.6452583, 39.5265508)
"SANTIAGO SUPERMARKET","Grocery",c(-74.2652768, 40.5133775)
"HORIZON DELI & GROCERY","Grocery",c(-74.8056173, 39.6353026)
"JUNIOR SUPERMARKET","Grocery",c(-75.0819879, 39.9467201)
"QUALITY FOOD MARKET IV","Grocery",c(-74.1442816, 40.9328798)
"LC SUPERMARKET","Grocery",c(-74.4817442, 40.8023039)
"A & C SUPERMARKET","Grocery",c(-74.1168961, 40.8675162)
"COMERCIAL MEXICANA, LLC","Grocery",c(-74.8178963, 38.9895371)
"BRAVO SUPERMARKET","Grocery",c(-74.2425604, 40.7675983)
"LUZ GROCERY","Grocery",c(-75.0721827, 39.9540911)
"WATERGATE DELI","Grocery",c(-74.8183846, 38.986375)
"SUPER EXITO SUPERMARKET","Grocery",c(-74.1222526, 40.8752735)
"SHOP RITE GLASS-156","Grocery",c(-74.2868782, 40.516889)
"SHOP RITE GLASS-164","Grocery",c(-74.2459942, 40.6184584)
"SHOP RITE GLASS-169","Grocery",c(-73.9753812, 40.8965576)
"SHOP RITE GLASS-160","Grocery",c(-73.989221, 40.8838419)
"SHOP RITE GLASS-121","Grocery",c(-74.0804976, 40.9152202)
"SHOP RITE GLASS-287","Grocery",c(-74.5351138, 40.8861351)
"SHOP RITE GLASS-487","Grocery",c(-74.5818254, 40.8931546)
"NUNEZ BROTHERS GROCERY","Grocery",c(-75.1221791, 39.9337121)
"BERGENLINE SUPERMARKET","Grocery",c(-74.0059122, 40.8033692)
"BIG BANNER","Grocery",c(-74.0394226, 40.7432921)
"BRAVO SUPERMARKET","Grocery",c(-74.731798, 40.2310895)
"BRAVO SUPERMARKET","Grocery",c(-74.1896373, 40.7597186)
"BRAVO","Grocery",c(-74.4364336, 40.5971649)
"BROAD STREET FOOD PLAZA","Grocery",c(-74.1799081, 40.7232226)
"BROTHERS GROCERY","Grocery",c(-74.1876253, 40.7523524)
"SHOP RITE BROOKLAWN","Grocery",c(-75.1135581, 39.8791576)
"CORNER OF SECOND","Grocery",c(-74.211922, 40.0922096)
"COUSINS SUPERMARKET","Grocery",c(-75.0888956, 39.9434655)
"C-TOWN","Grocery",c(-74.1096353, 40.6738371)
"C-TOWN","Grocery",c(-74.1673779, 40.9027951)
"C-TOWN SUPERMARKET","Grocery",c(-74.044578, 40.88338)
"DETERDINGS FOOD RITE","Grocery",c(-74.9801633, 39.8200681)
"FINE FARE","Grocery",c(-73.9880555, 40.2942089)
"LOS AMIGOS","Grocery",c(-74.4258944, 40.6197753)
"NEW PLAZA FOOD MARKET","Grocery",c(-74.1475606, 40.9236824)
"KEY FOOD FRESH & NATURAL","Grocery",c(-74.0454806, 40.7231394)
"RIVER FOOD MARKET","Grocery",c(-75.0978072, 39.9518113)
"NORTH CAMDEN MINI MARKET","Grocery",c(-75.1195656, 39.9541511)
"SUPER EXITO GROCERY","Grocery",c(-73.9779063, 40.8955477)
"JUANITO'S MARKET","Grocery",c(-74.0756203, 40.3442233)
"SAVE-A-LOT -45135","Grocery",c(-75.2531017, 39.8282012)
"EXPRESS SUPERMARKET","Grocery",c(-75.1196476, 39.8962816)
"KEARNY'S FAMILY MEAT MARKET","Grocery",c(-74.1542939, 40.756976)
"7TH AVE GROCERY","Grocery",c(-74.1926267, 40.75576)
"AL SHAHEEN MARKET","Grocery",c(-74.430144, 39.361028)
"QUISQUEYA MARKET","Grocery",c(-74.1843877, 40.7634754)
"AZCONA FAMILY GROCERY","Grocery",c(-74.191528, 40.7577704)
"MICHAEL SUPERMARKET","Grocery",c(-74.1636374, 40.7679041)
"C-TOWN SUPERMARKET","Grocery",c(-74.1242483, 40.8596199)
"KING FOOD MARKET, LLC","Grocery",c(-74.1813059, 40.7311471)
"ROLDANY","Grocery",c(-75.0903154, 39.9546859)
"Selectos Supermarket 3 Corp.","Grocery",c(-74.0127294, 40.7932472)
"PRICE RITE","Grocery",c(-75.0996677, 39.9086272)
"CRUZ DELI & GROCERY","Grocery",c(-74.7442466, 40.2164683)
"New Stop 1 Foodmarket Corp.","Grocery",c(-74.2067938, 40.7099272)
"La Catrachita Grocery","Grocery",c(-74.4754822, 40.802441)
"Seabra Foods","Grocery",c(-74.151018, 40.7286171)
"Food Universe","Grocery",c(-74.1473637, 40.9096023)
"FINE FARE SUPERMARKET","Grocery",c(-74.0283316, 40.7726674)
"PICKS DELI MARKET","Grocery",c(-74.0269469, 40.1752659)
"NEW SOL BRILLANTE","Grocery",c(-74.1575074, 40.7769035)
"NEW BLOOMFIELD DELI, LLC","Grocery",c(-74.1766309, 40.7601692)
"LA PLACITA SUPERMARKET, INC.","Grocery",c(-74.0177943, 40.7800384)
"ALEXANDRA FOOD CENTER","Grocery",c(-74.1694795, 40.7669137)
"PRIVILEGE FOOD LLC","Grocery",c(-74.0813925, 40.7022683)
"GAC MARKETS, INC.","Grocery",c(-74.3945752, 40.6345007)
"YESI SUPERMARKET 1, LLC","Grocery",c(-74.2108155, 40.7119779)
"ONE MAPLE SUPERMARKET","Grocery",c(-74.216668, 40.7065725)
"EXITO FRESH MARKET","Grocery",c(-74.072016, 40.7186263)
"EXITO FRESH MARKET","Grocery",c(-74.2148831, 40.0919698)
"A & J SEABRA SUPERMARKET V","Grocery",c(-74.1446551, 40.7550075)
"A SEABRA FOODS 1 LLC","Grocery",c(-74.2685275, 40.6774197)
"A&J SEABRA SUPERMARKET","Grocery",c(-74.1610442, 40.7279518)
"A&J SEABRA SUPERMARKET II","Grocery",c(-74.1662687, 40.7259878)
"A&J SEABRA","Grocery",c(-74.1528009, 40.7258684)
"A&J SEABRA SUPERMARKET VI","Grocery",c(-74.2250859, 40.6523873)
"A&J SEABRA III","Grocery",c(-74.2373092, 40.6927363)
"PRIMOS GROCERY & DELI","Grocery",c(-75.2343549, 39.4289861)
"TROPICAL FOOD MARKET","Grocery",c(-74.2822719, 40.5127376)
"CHECO SUPERMARKET, INC.","Grocery",c(-73.995272, 40.81544)
"BRIGHTON GROCERY & PRODUCE","Grocery",c(-74.4475021, 39.3546177)
"JENNY'S SUPERMARKET","Grocery",c(-75.0430212, 39.4808383)
"TARGET STORE - 2104","Grocery",c(-74.9586875, 40.0118764)
"TARGET STORE - 1378","Grocery",c(-74.0450675, 40.2313358)
"TARGET STORE - 1132","Grocery",c(-75.0397582, 39.7330584)
"TARGET STORE - 1389","Grocery",c(-75.0912278, 39.8301763)
"TARGET STORE - 1109","Grocery",c(-74.6338215, 39.4513134)
"TARGET STORE - 1345","Grocery",c(-74.5410186, 40.2775198)
"TARGET STORE - 1151","Grocery",c(-74.6775515, 40.3063477)
"TARGET STORE - 1153","Grocery",c(-74.1495734, 40.0590094)
"TARGET STORE - 1154","Grocery",c(-74.1744561, 39.9879689)
"TARGET STORE - 1152","Grocery",c(-74.4259988, 40.4420195)
"TARGET STORE - 2256","Grocery",c(-74.5759857, 40.3808916)
"TARGET STORE - 2181","Grocery",c(-74.9948457, 39.7473118)
"TARGET STORE - 1192","Grocery",c(-74.1350751, 40.4120079)
"TARGET STORE - 2446","Grocery",c(-74.8339494, 40.8550368)
"TARGET STORE - 1464","Grocery",c(-75.1342889, 40.6741668)
"TARGET STORE - 1822","Grocery",c(-74.1351901, 40.8245909)
"TARGET STORE - 1315","Grocery",c(-74.2434266, 40.6190297)
"TARGET STORE - 1865","Grocery",c(-74.022147, 40.8015434)
"TARGET STORE - 1084","Grocery",c(-74.3083379, 40.6865722)
"TARGET STORE - 2141","Grocery",c(-74.2877577, 40.7170044)
"TARGET STORE - 1886","Grocery",c(-74.0362548, 40.7326867)
"TARGET STORE - 1330","Grocery",c(-74.0390088, 40.8991912)
"TARGET STORE - 1823","Grocery",c(-74.2221445, 40.1302993)
"TARGET STORE - 1864","Grocery",c(-74.547019, 40.9069844)
"TARGET STORE - 1158","Grocery",c(-74.8233885, 40.0370649)
"TARGET STORE - 1133","Grocery",c(-74.983913, 39.8503678)
"TARGET STORE - 1365","Grocery",c(-74.922995, 39.866565)
"Extra Supermarket","Grocery",c(-74.2440685, 40.7319818)
"Marmolejos Deli & Grocery","Grocery",c(-74.271874, 40.5170269)
"B & B Supermarket","Grocery",c(-74.4543884, 40.486596)
"Value Fresh Market","Grocery",c(-74.0442903, 40.7561832)
"TWIN CITY-001126","Grocery",c(-74.5771756, 40.5638922)
"TWIN CITY","Grocery",c(-74.0699427, 40.7321173)
"TWIN CITY SUPERMARKET","Grocery",c(-74.0983937, 40.6852825)
"MERCADO URBANO","Grocery",c(-74.0140607, 40.7913915)
"GREATTOWN DELI & GROCERY LLC","Grocery",c(-75.1040698, 39.9262377)
"Gourmet Glatt","Grocery",c(-74.2242606, 40.0514504)
"New City Food Market","Grocery",c(-74.275077, 40.2598141)
"TWIN CITY SUPERMARKET","Grocery",c(-74.4187583, 40.615067)
"TWIN CITY SUPERMARKET","Grocery",c(-74.2062848, 40.6869691)
"A&J SEABRA SUPERMARKET V","Grocery",c(-74.1446551, 40.7550075)
"FINE FARE SUPERMARKET","Grocery",c(-74.0424081, 40.7551067)
"SHOP RITE OF KEARNY","Grocery",c(-74.1601452, 40.7570906)
"C-TOWN","Grocery",c(-74.0661413, 40.7298472)
"SHOP RITE VILLAGE - 600","Grocery",c(-74.4956058, 39.4624539)
"SHOP RITE VILLAGE - 633","Grocery",c(-74.5113552, 39.4329938)
"SHOP RITE VILLAGE - 603","Grocery",c(-74.6500892, 39.26486)
"SHOP RITE VILLAGE - 601","Grocery",c(-74.6145146, 39.4342439)
"SHOP RITE VILLAGE - 643","Grocery",c(-74.8688169, 39.0119847)
"SHOP RITE VILLAGE - 612","Grocery",c(-74.5963037, 39.3321822)
"SHOP RITE VILLAGE - 550","Grocery",c(-74.9594181, 39.4844561)
"SHOP RITE VILLAGE - 473","Grocery",c(-74.4103336, 40.6490651)
"SHOP RITE VILLAGE - 225","Grocery",c(-74.2182994, 40.7663158)
"Foodtown #380","Grocery",c(-74.3813811, 40.8762785)
"SHOP RITE VILLAGE - 262","Grocery",c(-74.297405, 40.6916374)
"SHOP RITE VILLAGE - 191","Grocery",c(-74.2393918, 40.6636691)
"SHOP RITE VILLAGE - 434","Grocery",c(-74.9754893, 40.738468)
"SHOP RITE VILLAGE - 245","Grocery",c(-74.4693347, 40.8124381)
"SHOP RITE VILLAGE - 273","Grocery",c(-74.6942954, 40.7802606)
"SHOP RITE VILLAGE - 642","Grocery",c(-74.7874439, 39.6463062)
"PIONEER","Grocery",c(-74.2403547, 40.7366026)
"INCOLLINGO'S FOOD RITE","Grocery",c(-75.463148, 39.725968)
"SHOP RITE BOTTINO'S - 526","Grocery",c(-75.213082, 39.45748)
"SHOP RITE BOTTINO'S - 505","Grocery",c(-75.0450398, 39.4230986)
"SHOP RITE BOTTINO'S - 512","Grocery",c(-75.0492503, 39.4848778)
"SHOP RITE BOTTINO'S - 615","Grocery",c(-75.0754337, 39.7526718)
"SHOP RITE OF LITTLE FALLS","Grocery",c(-74.2122463, 40.8819682)
"SHOP RITE OF PARSIPPANY","Grocery",c(-74.3766666, 40.8647411)
"KOLLEL FOOD STORE","Grocery",c(-74.2147602, 40.0942905)
"UNION AVE SUPERMARKET","Grocery",c(-74.1869478, 40.9204248)
"STOP 1 PARK AVENUE","Grocery",c(-74.186269, 40.7587665)
"Barben Supermarket","Grocery",c(-74.1602926, 40.8950672)
"SHOP RITE OF WEST CALDWELL","Grocery",c(-74.2966959, 40.8481796)
"ELMER IGA","Grocery",c(-75.1756334, 39.593287)
"C-TOWN","Grocery",c(-74.2289788, 40.7727561)
"DAISY'S FOOD STORE INC.","Grocery",c(-74.2753783, 40.5180425)
"SUPER SUPERMARKET","Grocery",c(-74.2029601, 40.658234)
"EDWARD GROCERY CORP.","Grocery",c(-74.1863785, 40.7616772)
"SUPREMO FOOD MARKET","Grocery",c(-74.2163881, 40.6602277)
"SHOP N BAG","Grocery",c(-74.1654431, 40.1952248)
"MONTGOMERY FOOD MART INC.","Grocery",c(-74.0658353, 40.7241028)
"NEW EGYPT MARKET PLACE","Grocery",c(-74.5325046, 40.0691964)
"LA COPA SUPERMARKET","Grocery",c(-74.1990849, 40.6556789)
"PIONEER SUPERMARKET","Grocery",c(-74.079901, 40.7097663)
"QUISQUEYA MEAT MARKET","Grocery",c(-74.4458159, 40.486332)
"LA ROCA SUPERMARKET","Grocery",c(-74.023633, 40.7790693)
"SELECTO SUPERMARKET","Grocery",c(-74.7574118, 40.2109458)
"KOSHER KONNECTION","Grocery",c(-74.1272075, 40.845755)
"LA NUEVA MERCEDES SUPERMARKET","Grocery",c(-74.1589296, 40.9312493)
"LATINO'S SUPERMARKET","Grocery",c(-74.0092405, 40.791017)
"LA MIA MEAT MARKET","Grocery",c(-74.1326473, 40.8623426)
"KIKO'S SUPERMARKET II","Grocery",c(-73.9943432, 40.8173831)
"EXTRA SUPERMARKET","Grocery",c(-74.0166543, 40.7850662)
"SUPER XTRA SUPERMARKET","Grocery",c(-74.013395, 40.2236728)
"MIKE'S COLD CUTS","Grocery",c(-75.1082367, 39.9310809)
"RAYMOND","Grocery",c(-74.1986262, 40.6569301)
"FOODTOWN","Grocery",c(-74.1308777, 40.778382)
"SHOP RITE HILLSIDE","Grocery",c(-74.2342565, 40.7003879)
"AQUI MARKET","Grocery",c(-74.8453217, 40.7266122)
"ROEBLING TOWN MARKET","Grocery",c(-74.7847701, 40.1163176)
"FRESHCO SUPERMARKET","Grocery",c(-73.8989418, 40.8487095)
"SHOP RITE SUPERMARKET-546","Grocery",c(-75.2187137, 39.7241028)
"GONZALEZ MINI MARKET","Grocery",c(-74.1736696, 40.9225232)
"FOOD FAIR FRESH MARKET","Grocery",c(-74.1716533, 40.7626809)
"J & R MINI MARKET","Grocery",c(-74.1459151, 40.7310271)
"SHOP RITE OF LINCOLN PARK","Grocery",c(-74.3098046, 40.9254727)
"MI PATRIA SUPERMARKET CORP.","Grocery",c(-74.1735106, 40.7561859)
"Ideal Food Market, LLC","Grocery",c(-74.2683212, 40.5201591)
"REYES MINI MARKET NO. 1, CORP.","Grocery",c(-74.1938567, 40.7432387)
"GENERAL CLINTON FOOD PLAZA CORP.","Grocery",c(-74.2115356, 40.7186858)
"EDDY'S SUPERMARKET","Grocery",c(-74.1925696, 40.7213814)
"ORIGINAL QUALITY MARKET","Grocery",c(-74.1502293, 40.9218738)
"MARKET STREET GROCERY, LLC","Grocery",c(-74.1634707, 40.9142139)
"TM GROCERY","Grocery",c(-74.1717116, 40.9243833)
"HAVANA GROCERY","Grocery",c(-74.4413194, 40.4896243)
"CRAMER HILL SUPERMARKET","Grocery",c(-75.0863684, 39.9602708)
"PEREZ GROCERY","Grocery",c(-75.1201897, 39.9520959)
"QUISQUEYA FOOD MARKET","Grocery",c(-75.089882, 39.9462486)
"THE FOOD DEPOT","Grocery",c(-74.1875735, 40.7483459)
"C-TOWN SUPERMARKET","Grocery",c(-74.2720803, 40.508813)
"PLEASANTVILLE GROCERY","Grocery",c(-74.5265309, 39.3895785)
"ROSITA SUPERMARKET","Grocery",c(-74.0039638, 40.7913101)
"UNIVERSAL SUPERMARKET","Grocery",c(-74.1557173, 40.9166113)
"NATIONAL FOOD STORE","Grocery",c(-74.0503686, 40.7510334)
"EXTRA GROCERY & DELI","Grocery",c(-74.1596635, 40.7549958)
"CABA GROCERY","Grocery",c(-74.2715229, 40.5040998)
"LATINO SUPERMARKET","Grocery",c(-74.4523849, 40.4926198)
"SCARLET GROCERY CORP.","Grocery",c(-74.1957697, 40.6551913)
"FOODTOWN OF COLONIA","Grocery",c(-74.3249454, 40.599779)
"NEW ERA MEAT SUPERMARKET, LLC","Grocery",c(-74.1551223, 40.9150054)
"NEW BRUNSWICK SUPERMARKET","Grocery",c(-74.4468353, 40.4852843)
"SUPER SUPERMARKET","Grocery",c(-74.1731641, 40.9208917)
"TWIN CITY SUPERMARKET","Grocery",c(-74.161707, 40.7711434)
"DENNY'S MINI MARKET","Grocery",c(-74.150581, 40.7615979)
"SOUTH CAMDEN FOOD MARKET","Grocery",c(-75.1155434, 39.9366089)
"TROPICAL SUPERMARKET","Grocery",c(-74.3792737, 40.4462997)
"J & B MINI MARKET, LLC","Grocery",c(-74.1660623, 40.9159062)
"DESHI BAZAAR & PRODUCE","Grocery",c(-74.4411591, 39.3564218)
"DESHI BAZAAR & PRODUCE LLC","Grocery",c(-74.4773735, 39.3403942)
"BRAVO SUPERMARKET","Grocery",c(-74.0841229, 40.7182427)
"CASABLANCA SUPERMARKET","Grocery",c(-74.1972825, 40.654517)
"Extra Supermarket","Grocery",c(-74.1996352, 40.6635699)
"WEIS MARKETS - 230","Grocery",c(-74.6310083, 40.5173824)
"WEIS MARKETS - 234","Grocery",c(-74.7084049, 40.8325533)
"WEIS MARKETS - 147","Grocery",c(-74.5772671, 41.1119244)
"WEIS MARKETS - 143","Grocery",c(-74.745812, 41.0646845)
"Weis Markets - 136","Grocery",c(-74.5714093, 40.8640518)
"MELANIE SUPERMARKET","Grocery",c(-75.0812934, 39.9456624)
"J & E VARIETY DELI GROCERY","Grocery",c(-74.079775, 40.7041703)
"C-TOWN SUPERMARKET","Grocery",c(-74.2248567, 40.7386114)
"Super Fresh","Grocery",c(-74.2687357, 40.6259681)
"C. L Grocery LLC","Grocery",c(-74.4791683, 40.8003404)
"GOURMET GLATT","Grocery",c(-74.2199502, 40.1090576)
"SEASONS OF LAKEWOOD, LLC","Grocery",c(-74.1919728, 40.0796215)
"Boro & Family Corp","Grocery",c(-74.2168758, 40.7333241)
"THE BEST FOOD MARKET LLC","Grocery",c(-74.1964056, 40.7391731)
"D & A MARKET & DELI INC.","Grocery",c(-74.7813371, 40.2350324)
"JOSMARY DELI& GROCERY","Grocery",c(-74.744255, 40.2092543)
"EL RINCON SUPERMARKET LLC","Grocery",c(-74.1912544, 40.7533403)
"TULCINGO DELI 1","Grocery",c(-74.2179407, 40.1062401)
"TAVERAS MARKET LLC","Grocery",c(-74.0237465, 40.7769849)
"ADRIAN MINI MARKET LLC","Grocery",c(-74.1270721, 40.873202)
"SHOP ON 9 MARKET LLC","Grocery",c(-74.2177033, 40.0994119)
"ESTELLE SUPERMARKETdba CIBAO MEAT","Grocery",c(-74.1145217, 40.8620661)
"KING'S MEAT MARKET","Grocery",c(-74.1590672, 40.9067405)
"171 THIRD STREET GROCERY","Grocery",c(-74.1879289, 40.6536634)
"ACOREANA SUPERMARKET","Grocery",c(-74.1837095, 40.6529567)
"CEDAR FOOD MARKET XI","Grocery",c(-74.4340105, 39.3628151)
"EVERGREEN KOSHER MARKETS","Grocery",c(-74.2146997, 40.062332)
"COMPARE SUPERMARKET","Grocery",c(-74.7416945, 40.2114666)
"N FAMILY SUPERMARKET INC.","Grocery",c(-74.7381418, 40.2086871)
"TU PAIS MINI MARKET","Grocery",c(-74.2268054, 40.6685466)
